0,-0.16755481,0.14840569,9.809137,9.81169035121,0.22382775337,9.81056793968,9.81025957524,-9.809137
50,0.20585304,0.32074776,9.54105,9.54865905256,0.381122814356,9.54327043401,9.54643987191,-9.54105
100,0.11968201,0.15798025,9.349558,9.35165848063,0.198195718692,9.35032398256,9.35089260738,-9.349558
150,0.10053288,0.2154276,9.368708,9.37172372086,0.23773075275,9.36924737902,9.37118448437,-9.368708
200,0.13883112,0.15798025,9.339984,9.34235157546,0.210313668768,9.34101574777,9.34131997523,-9.339984
250,0.12925656,0.16755481,9.435729,9.43810169653,0.21161727873,9.43661427736,9.4372165587,-9.435729
300,0.13883112,0.25372586,9.550624,9.55500233811,0.289224639188,9.5516329949,9.55399369905,-9.550624
350,0.16755481,0.26330042,9.531475,9.53658310933,0.312092495146,9.53294761813,9.53511105267,-9.531475
400,0.12925656,0.20585304,9.550624,9.55371663395,0.24306939828,9.55149862837,9.55284220865,-9.550624
450,0.14840569,0.2441513,9.464453,9.46876468687,0.285716828549,9.46561645314,9.46760162061,-9.464453
500,0.10053288,0.09095833,9.454879,9.45585094967,0.135573883021,9.45541346344,9.45531651096,-9.454879
550,0.0718092,0.28244954,9.493176,9.49764838635,0.291434904997,9.49344758916,9.49737691732,-9.493176
600,0.110107444,0.110107444,9.483603,9.48488129394,0.155715440623,9.4842421685,9.4842421685,-9.483603
650,0.18670394,0.16755481,9.531475,9.53477575254,0.250864456561,9.5333034168,9.53294761813,-9.531475
700,0.20585304,0.14840569,9.474028,9.47742614151,0.253771004848,9.4762641383,9.47519027744,-9.474028
750,0.19627848,0.25372586,9.474028,9.47945718902,0.3207834998,9.47606098474,9.4774249328,-9.474028
800,0.2154276,0.10053288,9.426155,9.42915234763,0.23773075275,9.42861639557,9.426691092,-9.426155
850,0.17712937,0.2920241,9.5219,9.5280235358,0.341544856055,9.52354736554,9.5263769443,-9.5219
900,0.22500217,0.18670394,9.244238,9.24886049945,0.292377047177,9.24697583955,9.24612321797,-9.244238
950,0.023936402,0.062234644,9.052747,9.05299256314,0.0666790990829,9.05277864511,9.05296091878,-9.052747
1000,0.09095833,0.3111732,8.526146,8.53230729589,0.324194660959,8.52663116542,8.53182245325,-8.526146
1050,0.56011176,-1.3069274,7.7601814,7.88937258427,1.42189465593,7.78036892085,7.86946469525,-7.7601814
1100,1.1824582,-2.4845984,7.089962,7.60519544558,2.75162435736,7.1878904107,7.51270859083,-7.089962
1150,1.6611862,-5.1367517,6.4005938,8.37337199766,5.39868109991,6.61265004243,8.20693724967,-6.4005938
1200,1.948423,-6.410168,6.1899533,9.12152003952,6.69974670978,6.48936622815,8.91099184403,-6.1899533
1250,2.4367256,-8.34423,4.504831,9.790674557,8.6927444425,5.12163391783,9.48259862229,-4.504831
1300,2.3697038,-10.249567,1.8143792,10.675256047,10.5199391532,2.98453815206,10.4089190394,-1.8143792
1350,2.360129,-11.005958,0.8090504,11.2852063758,11.2561681044,2.49494918713,11.0356546724,-0.8090504
1400,2.1590633,-10.096374,-1.3739494,10.4156641284,10.3246463514,2.55915831616,10.1894310392,1.3739494
1450,1.6516117,-10.469782,-2.666515,10.92952234,10.599252631,3.13657830331,10.8040102449,2.666515
1500,1.5175679,-9.732541,-4.2080193,10.7113394623,9.85014551404,4.47330289163,10.6032910337,4.2080193
1550,1.4122477,-8.832532,-5.500585,10.5006904744,8.94472275128,5.67898572884,10.4052898505,5.500585
1600,1.1537346,-8.631466,-6.256975,10.7230147341,8.7082322452,6.36245547551,10.6607664574,6.256975
1650,1.2303311,-8.248484,-6.515488,10.583136907,8.33973638156,6.63063334032,10.5113782244,6.515488
1700,1.1345854,-7.9516726,-6.5729356,10.3788180237,8.0322089843,6.67013991095,10.3166166711,6.5729356
1750,1.0771381,-7.616563,-6.515488,10.0808651562,7.6923506433,6.60392386121,10.0231539852,6.515488
1800,1.3356512,-7.5399666,-6.850598,10.2745196197,7.65735335852,6.97958860433,10.1873347489,6.850598
1850,1.1824582,-7.482519,-6.639958,10.0734969212,7.57537444488,6.74442359557,10.003855898,6.639958
1900,1.0484143,-7.2910275,-6.3622956,9.73329645351,7.36602026539,6.44809877764,9.67666715908,6.3622956
1950,0.9526688,-7.1665583,-6.525063,9.73876700942,7.22960135207,6.59424180604,9.6920588639,6.525063
2000,1.0101161,-7.2527294,-6.6495323,9.89134460495,7.32273297923,6.72581700199,9.83963228776,6.6495323
2050,1.0196906,-7.176133,-6.6495323,9.83630690667,7.24821728106,6.72726160696,9.78331051549,6.6495323
2100,1.2016073,-7.396348,-6.783576,10.1077557939,7.49331861331,6.88917726954,10.0360782722,6.783576
2150,1.1728836,-7.089962,-6.5346375,9.71312021737,7.18632152778,6.63906192135,9.64204586267,6.5346375
2200,1.2590547,-7.396348,-6.4197426,9.87442542759,7.50274499598,6.54204201972,9.79382758616,6.4197426
