50,0.74202842,6.7605972,6.4791052,9.40552193417
100,0.089426396,6.863542704,6.142693456,9.24860215481
150,-0.28209720208,6.99060700608,6.07805816512,9.29611136236
200,-0.521247341882,7.10723433116,6.12257616586,9.4131985373
250,-0.585860169778,7.1770719642,6.21006664625,9.51842050218
300,-0.775715659485,7.19040878139,6.24637017605,9.56315297526
350,-0.819291038932,7.31683435832,5.99409649155,9.50210277989
400,-0.961440764245,7.14819036233,6.1340656956,9.4763263613
450,-1.15484914941,7.00994188441,6.17467912171,9.42012641041
500,-1.20027200569,7.08511776389,6.10847808729,9.43600790446
550,-0.92976140776,7.15637992522,6.10622396539,9.46005583447
600,-0.600668556035,7.06015834512,6.210755022,9.43320342686
650,-0.549030777138,7.09284713946,6.20536590744,9.44600925555
700,-0.421071783312,7.23393184052,6.25771311987,9.57845644164
750,-0.795728831322,7.17401798107,6.23897578233,9.5510242111
800,-0.898634720288,7.16124586216,6.42685124681,9.67121272983
850,-0.89699632655,6.72260023232,6.37748120834,9.31756606519
900,-0.827207529806,6.59101594481,6.71028032434,9.45273475983
950,-0.731172091499,6.3479523233,6.53865170466,9.1484974326
1000,-0.952385231579,6.66275488812,6.64242799042,9.46273826023
1050,-1.03524550442,6.89538905382,6.60907164302,9.61272131425
1100,-1.0093960335,6.97040102799,6.59172634237,9.64972786753
1150,-0.98216696142,6.74285139855,6.66543113803,9.53620579099
1200,-0.807155202338,6.47746031125,6.63482065578,9.31279497765
1250,-0.725340670016,6.32107376185,6.545370565,9.13136607072
1300,-0.641435004408,6.44196744416,6.5999639098,9.2472772949
1350,-0.515079869492,6.38534163096,6.5640114731,9.17400981116
1400,-0.444779405736,6.3237256481,6.83485076601,9.32663609808
1450,-0.307115810983,6.51228325701,6.82862191833,9.44571028466
1500,-0.396383349711,6.37135225365,6.86214947753,9.37613019456
1550,-0.25437512425,6.4727082119,6.55328268832,9.22247721458
1600,-0.28163820061,6.88388475019,6.72816445392,9.63558579334
1650,-0.364751851517,6.9873975421,6.78233674804,9.74793327059
1700,-0.348225681189,6.86198844989,6.60829155698,9.53480913124
1750,-0.482101530218,6.82894618594,6.54995880963,9.47669106378
1800,-0.625249592513,6.71984848069,6.38634782901,9.2941322866
1850,-0.791602380107,6.47009450596,6.25990799108,9.04134352333
1900,-0.799977429656,6.5470329831,6.35960764336,9.16437830641
1950,-0.845694535421,6.66976529521,6.56770816655,9.40003481634
2000,-0.745381123219,6.76116084951,6.66672901461,9.52578358308
2050,-0.941390792074,6.60187604175,6.73200723159,9.48030114276
2100,-1.30067996388,6.32142882171,6.59590758443,9.24041730545
2150,-1.45074401322,6.32725754729,6.4240285679,9.14171516312
2200,-2.19057098287,5.30083171659,6.43575867931,8.71425089263
2250,-2.57987671909,5.39211729263,5.70193646524,8.34851886333
2300,-2.91099784593,7.35603043217,5.36171080193,9.71982465831
2350,-3.38650295988,6.19886086473,5.180197793,8.9097040422
2400,-3.67512765114,5.79015580966,5.20989722036,8.70531642113
2450,-4.08717258659,5.30188166102,5.75385677859,8.91474613753
2500,-4.73343998503,4.70329508773,5.81152216487,8.94148516228
2550,-4.98217911221,3.82674798962,6.10806392573,8.86685613862
2600,-5.58488976235,2.9205562346,6.55180024938,9.21791191443
2650,-6.16485486842,2.85376589799,6.80552217768,9.68872641534
2700,-6.26422213158,1.67927930056,6.93745758039,9.6144839861
2750,-5.96661294842,1.15127046829,7.7413901018,9.94992539801
2800,-5.25117009318,-0.54339289249,7.67228133294,9.5579457753
2850,-5.57769984045,-0.845548432095,8.64741845313,10.4581442807
2900,-6.31277734104,-2.31706502469,8.26750255563,10.8593160215
2950,-7.21434149734,-2.68701574884,8.24458612893,11.4106832019
3000,-8.73559085862,-0.011617789396,8.24645710704,12.4479541983
3050,-9.25089300648,-1.67661049849,6.70324491166,12.0220211832
3100,-7.35423348337,-2.85032449921,6.40171543406,10.5975287949
3150,-7.20440413135,-3.92942641959,5.99674762571,10.4637235624
3200,-6.8829161483,-5.11558676219,5.53799164537,10.4543411328
3250,-7.28102442912,-5.23144903634,4.65602815159,10.2809531083
3300,-7.80974566314,-1.7759188429,4.08710817483,9.802202201
3350,-7.72620950483,-1.40833352631,4.81153493891,9.6670715648
3400,-8.26184030251,-2.69703314568,5.05495900023,10.3551962766
3450,-8.69662511731,-5.12734430775,4.59327839212,11.4755926953
