1204429,0.64628285,2.561195,7.4920936,0.30362448,-0.098544784,-0.111861646,24.6135,-26.413,17.751,,,,,0
1204437,0.56968635,2.7431116,7.4920936,0.31427795,-0.09588141,-0.10120816,,,,,,,,0
1204443,0.56968635,2.8963046,7.482519,0.31694132,-0.098544784,-0.098544784,25.1015,-25.193,16.3785,,,,,0
1204446,0.56968635,2.8963046,7.482519,,,,,,,,,,,0
1204449,0.63670826,2.9346027,7.4920936,0.30895123,-0.098544784,-0.10120816,,,,,,,,0
1204453,0.5792609,2.9633265,7.46337,0.29829773,-0.09588141,-0.1065349,24.6135,-25.803,17.08,,,,,0
1204459,0.6079846,3.0111992,7.46337,0.27699074,-0.093218036,-0.10919827,,,,,,,,0
1204462,0.63670826,3.020774,7.482519,0.2530204,-0.087891296,-0.10387153,23.6985,-28.2125,16.3785,,,,,0
1204466,0.64628285,3.0494976,7.5208173,,,,,,,,,,,0
1204468,0.7324539,3.0686467,7.5303917,0.22372329,-0.08522792,-0.09588141,25.1015,-26.413,17.08,,,,,0
1204474,0.8186249,3.1356685,7.664436,0.19708957,-0.07990117,-0.08256455,,,,,,,,0
1204478,0.8186249,3.1356685,7.664436,0.17578259,-0.07723781,-0.069247685,,,,,,,,0
1204481,0.8664977,3.1165195,7.693159,,,,24.6135,-26.413,18.4525,,,,,0
1204484,0.90479594,3.1165195,7.702734,0.14115874,-0.07457443,-0.045277335,,,,,,,,0
1204491,0.92394507,3.0877957,7.769756,,,,23.6985,-25.193,17.08,,,,,0
1204494,0.93351966,3.0973704,7.7793303,0.13050525,-0.07191106,-0.034623843,,,,,,,,0
1204497,0.93351966,3.0973704,7.7793303,0.117188394,-0.06658431,-0.023970352,,,,,,,,0
1204499,0.9622433,3.126094,7.855927,,,,24.6135,-25.803,18.4525,,,,,0
1204504,0.9526688,3.059072,7.846352,0.10387153,-0.058594197,-0.01065349,,,,,,,,0
1204508,0.92394507,2.9824755,7.855927,0.08522792,-0.05060408,0.0,,,,,,,,0
1204512,0.90479594,3.0111992,7.846352,0.061257567,-0.04261396,0.018643608,25.559,-26.9925,18.4525,,,,,0
1204516,0.8090504,2.9537518,7.8367777,0.037287217,-0.034623843,0.037287217,,,,,,,,0
1204522,0.76117754,2.9633265,7.855927,,,,25.1015,-26.9925,17.751,,,,,0
1204525,0.6845811,2.88673,7.894225,0.015980236,-0.023970352,0.05326745,,,,,,,,0
1204528,0.63670826,2.8101335,7.922949,0.0026633726,-0.015980236,0.069247685,,,,,,,,0
1204532,0.6271337,2.7622607,7.9803963,,,,24.6135,-25.193,18.4525,,,,,0
1204534,0.5792609,2.714388,8.028269,0.005326745,-0.005326745,0.08522792,,,,,,,,0
1204542,0.56968635,2.7239625,8.047418,,,,25.559,-28.2125,17.751,,,,,0
1204544,0.59841,2.7431116,8.11444,0.026633725,-0.0026633726,0.087891296,,,,,,,,0
1204548,0.59841,2.7718353,8.23891,0.055930823,0.0,0.09055467,,,,,,,,0
1204551,0.63670826,2.8101335,8.315506,0.087891296,0.0,0.093218036,25.559,-25.193,17.08,,,,,0
1204557,0.71330476,2.867581,8.497422,,,,,,,,,,,0
1204559,0.71330476,2.905879,8.5740185,0.122515135,0.0026633726,0.09588141,,,,,,,,0
1204563,0.6845811,2.9154537,8.650616,0.15713897,0.013316862,0.098544784,25.1015,-28.2125,17.751,,,,,0
1204569,0.70373017,2.8963046,8.755936,0.19176282,0.02130698,0.10387153,,,,,,,,0
1204572,0.69415563,2.8963046,8.870831,,,,24.6135,-26.9925,17.751,,,,,0
1204574,0.6271337,2.867581,8.9761505,0.25568378,0.029297099,0.10387153,,,,,,,,0
1204581,0.44521707,2.7814097,9.091045,,,,25.1015,-26.9925,15.677,,,,,0
1204584,0.39734426,2.7909844,9.129343,0.2823175,0.023970352,0.10387153,,,,,,,,0
1204587,0.39734426,2.7909844,9.129343,,,,,,,,,,,0
1204589,0.2920241,2.800559,9.167642,0.30362448,0.013316862,0.10919827,23.2105,-26.9925,18.4525,,,,,0
1204597,0.2154276,2.8292825,9.167642,,,,,,,,,,,0
1204599,0.18670394,2.8771553,9.167642,0.29563436,0.005326745,0.122515135,,,,,,,,0
1204602,0.15798025,2.9441774,9.234664,0.27432737,0.0,0.14382212,23.6985,-25.803,17.08,,,,,0
1204608,0.16755481,3.1069448,9.320834,0.24503027,-0.007990118,0.17311922,,,,,,,,0
1204612,0.16755481,3.1069448,9.320834,,,,26.047,-25.803,17.751,,,,,0
1204615,0.2154276,3.173967,9.41658,0.21040644,-0.018643608,0.20241632,,,,,,,,0
1204618,0.2920241,3.1452432,9.454879,0.17311922,-0.029297099,0.22905004,,,,,,,,0
1204622,0.34947145,3.1069448,9.493176,0.13316862,-0.04261396,0.24769364,25.1015,-24.6135,17.751,,,,,0
1204628,0.4835153,3.1356685,9.483603,0.087891296,-0.05326745,0.25568378,,,,,,,,0
1204631,0.4835153,3.1356685,9.483603,,,,25.1015,-26.9925,17.08,,,,,0
1204634,0.5505372,3.0494976,9.5219,0.04261396,-0.058594197,0.25568378,,,,,,,,0
1204637,0.59841,3.020774,9.550624,,,,24.6135,-25.803,17.751,,,,,0
1204644,0.7994758,3.0111992,9.675094,-0.023970352,-0.063920945,0.24503027,,,,,,,,0
1204647,0.91437054,3.059072,9.809137,-0.047940705,-0.063920945,0.23704016,,,,,,,,0
1204651,0.91437054,3.059072,9.809137,,,,25.1015,-25.803,17.751,,,,,0
1204653,0.99096704,3.0686467,9.885734,-0.06658431,-0.058594197,0.23437679,,,,,,,,0
1204657,1.0579889,3.0973704,10.029352,-0.07723781,-0.05326745,0.23171341,,,,,,,,0
